tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,favorite_count,retweet_count,jpg_url,img_num,dog_stage,dog_type,confidence_level,rating,dog_count
890006608113172480,nan,nan,2017-07-26 00:31:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,nan,nan,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13,10,Koda,30080,7170,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,,Samoyed,0.957979,13.0,0.0
889880896479866881,nan,nan,2017-07-25 16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,nan,nan,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,27271,4864,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,,French_bulldog,0.377417,13.0,0.0
889665388333682689,nan,nan,2017-07-25 01:55:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,nan,nan,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13,10,,47193,9819,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,puppo,Pembroke,0.966327,13.0,0.0
889638837579907072,nan,nan,2017-07-25 00:10:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,nan,nan,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,26631,4434,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,,French_bulldog,0.99165,12.0,0.0
889531135344209921,nan,nan,2017-07-24 17:02:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,nan,nan,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,14829,2198,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,puppo,golden_retriever,0.953442,13.0,0.0
889278841981685760,nan,nan,2017-07-24 00:19:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,nan,nan,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,24765,5253,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,,whippet,0.626152,13.0,0.0
888917238123831296,nan,nan,2017-07-23 00:22:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,nan,nan,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,28560,4402,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,,golden_retriever,0.714719,12.0,0.0
888804989199671297,nan,nan,2017-07-22 16:56:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,nan,nan,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,25076,4192,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,,golden_retriever,0.46976,13.0,0.0
888554962724278272,nan,nan,2017-07-22 00:23:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,nan,nan,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,19443,3472,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,,Siberian_husky,0.700377,13.0,0.0
888078434458587136,nan,nan,2017-07-20 16:49:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,nan,nan,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,21337,3415,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,,French_bulldog,0.995026,12.0,0.0
887705289381826560,nan,nan,2017-07-19 16:06:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,nan,nan,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,29601,5275,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,,basset,0.821664,13.0,0.0
887517139158093824,nan,nan,2017-07-19 03:39:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,nan,nan,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,,45399,11421,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,,,,14.0,0.0
887473957103951883,nan,nan,2017-07-19 00:47:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,nan,nan,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,67733,17767,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,,Pembroke,0.809197,13.0,0.0
887343217045368832,nan,nan,2017-07-18 16:08:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,nan,nan,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,33050,10171,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,,Mexican_hairless,0.330741,13.0,0.0
886983233522544640,nan,nan,2017-07-17 16:17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,nan,nan,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,34474,7603,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,,Chihuahua,0.793469,13.0,0.0
886736880519319552,nan,nan,2017-07-16 23:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",nan,nan,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,11832,3209,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,,kuvasz,0.309706,13.0,0.0
886680336477933568,nan,nan,2017-07-16 20:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,nan,nan,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,21998,4363,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,,,,13.0,0.0
886366144734445568,nan,nan,2017-07-15 23:25:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,nan,nan,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,20791,3131,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,pupper,French_bulldog,0.999201,12.0,0.0
886258384151887873,nan,nan,2017-07-15 16:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,nan,nan,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,27466,6145,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,,pug,0.943575,13.0,0.0
885984800019947520,nan,nan,2017-07-14 22:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,nan,nan,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,32030,6631,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,,Blenheim_spaniel,0.972494,12.0,0.0
885528943205470208,nan,nan,2017-07-13 15:58:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,nan,nan,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,35313,6287,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,,pug,0.369275,13.0,0.0
885167619883638784,nan,nan,2017-07-12 16:03:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,nan,nan,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,21515,4292,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,,malamute,0.8124819999999999,13.0,0.0
884925521741709313,nan,nan,2017-07-12 00:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",nan,nan,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,75980,17857,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,,Italian_greyhound,0.259916,12.0,0.0
884876753390489601,nan,nan,2017-07-11 20:47:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,nan,nan,,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,27398,5487,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,,chow,0.822103,13.0,0.0
884562892145688576,nan,nan,2017-07-11 00:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,nan,nan,,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,23841,4589,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,,pug,0.5464060000000001,13.0,0.0
884441805382717440,nan,nan,2017-07-10 15:58:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",nan,nan,,https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,26485,5535,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,,Pembroke,0.993225,14.0,0.0
884162670584377345,nan,nan,2017-07-09 21:29:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,nan,nan,,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,19964,2922,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,doggo,German_shepherd,0.707046,12.0,0.0
883838122936631299,nan,nan,2017-07-09 00:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,nan,nan,,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,21482,3374,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,,Doberman,0.610946,12.0,0.0
883482846933004288,nan,nan,2017-07-08 00:28:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",nan,nan,,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,45056,9722,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,,golden_retriever,0.943082,13.5,0.0
883360690899218434,nan,nan,2017-07-07 16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,nan,nan,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,22255,3622,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,floofer,chow,0.987997,13.0,0.0
883117836046086144,nan,nan,2017-07-07 00:17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",nan,nan,,"https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,36460,6526,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,,golden_retriever,0.949562,13.0,0.0
882992080364220416,nan,nan,2017-07-06 15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,nan,nan,,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,23494,3839,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,,Eskimo_dog,0.466778,13.0,0.0
882762694511734784,nan,nan,2017-07-06 00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,nan,nan,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,27762,4812,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,pupper,Labrador_retriever,0.85005,12.0,0.0
882627270321602560,nan,nan,2017-07-05 15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,nan,nan,,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,27410,5953,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,,Pembroke,0.542982,13.0,0.0
882268110199369728,nan,nan,2017-07-04 16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,nan,nan,,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,44095,11355,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,,golden_retriever,0.762211,13.0,0.0
882045870035918850,nan,nan,2017-07-04 01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",nan,nan,,"https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,28808,4861,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,,golden_retriever,0.00694063,13.0,0.0
881906580714921986,nan,nan,2017-07-03 16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,nan,nan,,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,23852,3322,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,,Weimaraner,0.291539,12.0,0.0
881666595344535552,nan,nan,2017-07-03 00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,nan,nan,,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,49642,10445,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,pupper,Saluki,0.529012,13.0,0.0
881536004380872706,nan,nan,2017-07-02 15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",nan,nan,,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,48506,15615,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,pupper,Samoyed,0.281463,14.0,0.0
881268444196462592,nan,nan,2017-07-01 21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,nan,nan,,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,22655,5073,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,,,,12.0,0.0
880935762899988482,nan,nan,2017-06-30 23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,nan,nan,,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,16691,2731,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,,,,13.0,0.0
880465832366813184,nan,nan,2017-06-29 16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,nan,nan,,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,27999,6145,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,,golden_retriever,0.913255,12.0,0.0
880221127280381952,nan,nan,2017-06-29 00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,nan,nan,,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,26551,4128,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,,Chihuahua,0.238525,12.0,0.0
